Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
347,"","107",82.0999984741211,0,14.8994954427086,0,0,0,0,0," "
348,"","Ethyl hexanoic acid<2->",73,14.8559336344404,14.9187164306644,14.7641998291019,14.9123830159508,2285,8936.55299999994,98.6752777099609," "
349,"","199",99,0,15.0276346842451,0,0,0,0,0," "
350,"T","Ocimene<allo->",121,0,15.0724833170576,0,0,0,0,0," "
351,"","Limona ketone",138.199996948242,0,15.2486745198571,0,0,0,0,0," "
352,"","2,5-Pyrrolidinedione, 1-ethyl-",127,0,15.3042012532555,0,0,0,0,0," "
353,"","115",69.0999984741211,0,15.3266265869144,0,0,0,0,0,"D"
354,"T","Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1?,3?,5?)]-",92,0,15.3960347493493,0,0,0,0,0," "
355,"","Benzyl nitrile",117,0,15.4430196126305,0,0,0,0,0," "
356,"","2-Oxepanone",84.0999984741211,0,15.4622395833336,0,0,0,0,0," "
357,"","116",93,0,15.522037760417,0,0,0,0,0," "
358,"","Pyranone",144.199996948242,0,15.5583445231123,0,0,0,0,0," "
359,"","124",133.100006103516,0,15.6373636881514,0,0,0,0,0," "
360,"","Camphor",95.0999984741211,15.6603495279951,15.6747375488284,15.6109670003258,15.6956329345706,504.161926269531,917.266670774113,97.9648971557617,"M"
361,"","(R,S)-5-Ethyl-6-methyl-3E-hepten-2-one ",97.0999984741211,0,15.7345357259118,0,0,0,0,0," "
362,"","108",71.0999984741211,0,15.79860534668,0,0,0,0,0," "
363,"","Ethyl hexyl acetate<2->",70.0999984741211,0,15.8626749674482,0,0,0,0,0," "
364,"","Heptalactone<gamma->",85,0,15.8808278401696,0,0,0,0,0," "
365,"","86",125,0,15.8850992838545,0,0,0,0,0," "
366,"","Isomenthone",112.099998474121,0,15.9705251057946,0,0,0,0,0," "
367,"","93",98,0,15.9865427652998,0,0,0,0,0," "
368,"","2(3H)-Furanone, dihydro-4-hydroxy-",74.0999984741211,0,16.0153737386071,0,0,0,0,0," "
369,"","118",81,16.0625671386722,16.0751719156904,15.9920003255212,16.1041056315107,1013.47564697266,3322.80675393502,97.6484298706055,"M"
370,"","117",55,16.0625671386722,16.0789998372399,15.9920003255212,16.1046386718753,551.775451660156,1020.66187417166,95.4251937866211,"QM"
371,"","Isoborneol ",95.0999984741211,0,16.0794433593753,0,0,0,0,0," "
372,"T","Nerol oxide",68,16.3518829345706,16.1000000000003,16.2530832926436,16.4647837320967,742.328369140625,2260.89150000001,97.405891418457,"Q"
373,"T","Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-alpha,5-alpha)-",83,0,16.1072072347008,0,0,0,0,0," "
374,"T","Viridene",91,0,16.1712768554691,0,0,0,0,0," "
375,"","Benzenecarboxylic acid",105,0,16.247091674805,0,0,0,0,0," "
376,"","20",57,0,16.2599060058597,0,0,0,0,0," "
377,"","Benzyl acetate",108,0,16.2663126627607,0,0,0,0,0," "
378,"","119",56.0999984741211,0,16.2962117513024,0,0,0,0,0," "
379,"","Borneol",95.0999984741211,0,16.3528065999352,0,0,0,0,0," "
380,"T","Ethyl benzoate",105,0,16.3987233479821,0,0,0,0,0," "
381,"","79",56,16.3518829345706,16.4393005371097,16.2954335530602,16.3956644694014,1175.17700195313,3645.24904072721,98.8359069824219,"M"
382,"","1-Nonanol",55.0999984741211,16.3448170979821,16.4916239420576,16.2883666992191,16.4436167399092,1114.12658691406,4257.77226634735,97.9613037109375,"M"
383,"","3-Methylacetophenone",91,0,16.5183197021488,0,0,0,0,0," "
384,"","Menthol",71.0999984741211,16.3518829345706,16.551422119141,16.3024831136071,16.4012664794925,1138,3223.16700000003,93.6401519775391,"Q"
385,"","Octanoic acid",60,16.5071166992191,16.5621012369795,16.4224497477217,16.5779500325524,533.074584960938,2895.74723641799,96.1045989990234,"QM"
386,"","Linalool oxide<cis->(pyanoid)",68.0999984741211,0,16.5845255533857,0,0,0,0,0," "
387,"","Benzaldehyde, 2,4-dimethyl-",133,0,16.5845255533857,0,0,0,0,0," "
388,"T","Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1-alpha,2-beta,5-alpha)",69,16.3589335123701,16.5920003255212,16.2883666992191,16.4075612386071,1251.38244628906,4750.52655374842,92.6482543945313,"QM"
389,"","69",85.0999984741211,0,16.6784942626956,0,0,0,0,0," "
390,"T","Linalool oxide<trans->(pyranoid)",68,0,16.6881042480472,0,0,0,0,0," "
391,"","Terpinen-4-ol",71.0999984741211,0,16.6977152506514,0,0,0,0,0," "
392,"","Naphthalene-D8",136.100006103516,16.7540832519535,16.7532419840498,16.6694163004561,16.9375498453779,251426.5625,842017.36780215,99.7683792114258," "
393,"","70",85,0,16.827989705404,0,0,0,0,0," "
394,"","Naphthalene",128,16.8387664794925,16.8365325927738,16.789366658529,16.8952168782555,2245,6314.59049999989,98.9406127929688," "
395,"","Ethanone, 1-(4-methylphenyl)-",119,0,16.8771097819014,0,0,0,0,0," "
396,"","p-Cymen-8-ol",135.100006103516,0,16.907008870443,0,0,0,0,0," "
397,"T","Butanoic acid, 3-hexenyl ester, (Z)-",67,0,16.9475860595707,0,0,0,0,0," "
398,"T","3,7-Octadiene-2,6-diol, 2,6-dimethyl-",82,0,17.0116556803389,0,0,0,0,0,"D"
399,"","158",82,0,17.0191304524743,0,0,0,0,0," "
400,"","109",109.199996948242,0,17.0533009847009,0,0,0,0,0," "
401,"","alpha-Terpineol",59.0999984741211,0,17.1056233723962,0,0,0,0,0," "
402,"T","Cryptone",96,0,17.1077596028649,0,0,0,0,0," "
403,"","p-Creosol",138,0,17.138726806641,0,0,0,0,0," "
404,"T","Myrtenol",79,0,17.1504740397139,0,0,0,0,0," "
405,"","Decanone<2->",58.0999984741211,0,17.1547444661462,0,0,0,0,0," "
406,"","Methyl salicylate",120,17.1845336914066,17.2027974446618,17.1280843098962,17.3044840494795,6842.837890625,27442.0670360788,99.5745010375977,"M"
407,"","1-Octanol, 3,7-dimethyl-",70.0999984741211,0,17.229644775391,0,0,0,0,0," "
408,"","110",68.9000015258789,0,17.2823059082035,0,0,0,0,0,"D"
409,"","126",97.0999984741211,0,17.334967041016,0,0,0,0,0," "
410,"","Safranal",107.099998474121,0,17.3790303548181,0,0,0,0,0," "
411,"","127",70.0999984741211,0,17.4144958496097,0,0,0,0,0,"D"
412,"","Catechol",110,0,17.4854268391931,0,0,0,0,0," "
413,"","Decanal",57.0999984741211,17.473834228516,17.5380879720056,17.3609334309899,17.5726338704431,13961.3896484375,42870.0999999992,99.3810882568359," "
414,"T","Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",107,0,17.5499104817712,0,0,0,0,0," "
415,"","197",69,0,17.5563578287764,0,0,0,0,0," "
416,"","128",83.0999984741211,0,17.6627563476566,0,0,0,0,0," "
417,"","129",87,0,17.7379862467451,0,0,0,0,0," "
418,"","Benzoic acid, 4-methyl-, methyl ester",119.099998474121,0,17.7530314127608,0,0,0,0,0," "
419,"","149",133,0,17.8099914550785,0,0,0,0,0," "
420,"","Formamide, N-phenyl-",93,0,17.8207397460941,0,0,0,0,0," "
421,"","3-Cyclohexene-1-acetaldehyde, ?,4-dimethyl-",94,0,17.862652587891,0,0,0,0,0," "
422,"","130",56.0999984741211,0,17.8766255696618,0,0,0,0,0,"D"
423,"","Ethanol, 2-phenoxy-",94,0,17.9346598307295,0,0,0,0,0," "
424,"","Benzofuran, 2,3-dihydro-",120,0,17.967974853516,0,0,0,0,0," "
425,"","131",88,0,17.9948445638024,0,0,0,0,0," "
426,"","Methenamine",42.0999984741211,0,18.0163370768233,0,0,0,0,0," "
427,"","Cyclocitral<beta->",137.100006103516,0,18.0206359863285,0,0,0,0,0," "
428,"","Benzothiazole",135,18.1230326334639,18.0582519531254,18.087750244141,18.2084676106774,2262.46166992188,8560.33634651345,95.7164535522461,"QM"
429,"","5-Hydroxymethylfurfural",97,0,18.1367065429691,0,0,0,0,0," "
430,"","159",108,0,18.1528279622399,0,0,0,0,0," "
431,"","Nerol",93,0,18.2237589518233,0,0,0,0,0," "
432,"","Bornylene",121.099998474121,0,18.2839436848962,0,0,0,0,0," "
433,"","143",79.0999984741211,0,18.2925415039066,0,0,0,0,0," "
434,"T","Hexenyl valerate<3Z->",82,0,18.3108113606774,0,0,0,0,0," "
435,"T","cis-3-Hexenyl isovalerate",82,0,18.3108113606774,0,0,0,0,0," "
436,"T","Benzene, 2-methoxy-4-methyl-1-(1-methylethyl)-",149,0,18.3387532552087,0,0,0,0,0," "
437,"","111",91.0999984741211,0,18.36347249349,0,0,0,0,0," "
438,"T","Carvacrol, methyl ether",149,0,18.3946390787764,0,0,0,0,0," "
439,"","Quinoline",129,0,18.4387023925785,0,0,0,0,0," "
440,"","144",95,0,18.4655700683597,0,0,0,0,0," "
441,"","174",105,0,18.5182312011722,0,0,0,0,0," "
442,"","3,4-Dimethoxytoluene",152,0,18.5289794921879,0,0,0,0,0," "
443,"","Cuminaldehyde",148.100006103516,0,18.5816406250004,0,0,0,0,0," "
444,"","2-Butanone, 3-phenyl-",105,0,18.6654683430993,0,0,0,0,0," "
445,"","Caprolactam",55,18.8992329915368,18.698785400391,18.8484578450525,19.0241821289066,325.621215820313,1377.01317578126,95.0290222167969,"QM"
446,"","Carvone",82,18.7016499837243,18.7030843098962,18.6663675944014,18.7565124511722,659.76416015625,1746.52302475607,94.2718200683594,"QM"
447,"T","Linalool acetate",93,0,18.7321004231775,0,0,0,0,0," "
448,"T","Isoquinoline",129,0,18.7535949707035,0,0,0,0,0," "
449,"","94",125,0,18.8771870930993,0,0,0,0,0," "
450,"","137",43,0,18.9556416829431,0,0,0,0,0," "
451,"","Benzaldehyde, 2,6-dichloro-",69.0999984741211,0,18.9997049967452,0,0,0,0,0," "
452,"","Geraniol",69.0999984741211,0,19.0040039062504,0,0,0,0,0," "
453,"","132",43.0999984741211,0,19.0126017252608,0,0,0,0,0," "
454,"","Benzene, 1,3-bis(1,1-dimethylethyl)-",175.100006103516,0,19.0222757975264,0,0,0,0,0," "
455,"","Phenylethyl acetate",104.099998474121,0,19.0598897298181,0,0,0,0,0," "
456,"","gamm-Octanolactone",85,0,19.0684875488285,0,0,0,0,0," "
457,"","beta-Homocyclocitral",151.100006103516,0,19.1361958821618,0,0,0,0,0," "
458,"","133",99.0999984741211,0,19.1888570149743,0,0,0,0,0," "
459,"","95",142.100006103516,0,19.3618855794275,0,0,0,0,0," "
460,"","Nonanoic acid",60,19.3861165364587,19.4790303548181,19.3226175944014,19.4778503417973,880,4219.00550000008,92.5302886962891,"QM"
461,"","Geranial",69.1999969482422,0,19.4790303548181,0,0,0,0,0," "
462,"","145",70.0999984741211,19.4496337890629,19.517720540365,19.4072835286462,19.5147135416671,257.225372314453,847.691145143077,91.5029830932617,"QM"
463,"","151",85.0999984741211,0,19.62196858724,0,0,0,0,0," "
464,"","21",109,0,19.6939737955733,0,0,0,0,0," "
465,"","164",132,0,19.7197672526046,0,0,0,0,0," "
466,"T","Phenol, 4-ethyl-2-methoxy-",137,0,19.7756530761723,0,0,0,0,0," "
467,"","87",192.100006103516,0,19.8154174804691,0,0,0,0,0," "
468,"T","Phenol, p-tert-butyl-",135,0,19.9551310221358,0,0,0,0,0," "
469,"T","Phenol, m-tert-butyl-",135,0,20.0077921549483,0,0,0,0,0," "
470,"","Safrole",162.100006103516,0,20.0292867024744,0,0,0,0,0," "
471,"","Naphthalene, 2-methyl-",142,0,20.146431477865,0,0,0,0,0," "
472,"","Indole",117.099998474121,0,20.1582519531254,0,0,0,0,0," "
473,"T","Isoquinoline, 1-methyl-",143,0,20.2059122721358,0,0,0,0,0," "
474,"","96",82,0,20.2059122721358,0,0,0,0,0," "
475,"T","Geranyl formate",69,0,20.2270060221358,0,0,0,0,0," "
476,"","88",179.100006103516,0,20.2470458984379,0,0,0,0,0," "
477,"","Theaspirane",138,0,20.3873148600265,0,0,0,0,0," "
478,"T","Undecanal",43,20.4728006998702,20.3894246419275,20.4092997233077,20.5370340983077,1282.404296875,5596.11072996625,97.9113616943359,"QM"
479,"","120",71.0999984741211,0,20.561334228516,0,0,0,0,0," "
480,"","23",166,0,20.5634440104171,0,0,0,0,0," "
481,"","2-Hydroxy-5-methylacetophenone",135,0,20.575044759115,0,0,0,0,0," "
482,"T","Benzaldehyde, 4-ethoxy-",121,0,20.582427978516,0,0,0,0,0," "
483,"","165",79,0,20.608795166016,0,0,0,0,0," "
484,"","Naphthalene, 1-methyl-",141,0,20.630942789714,0,0,0,0,0," "
485,"","2-Methoxy-4-vinylphenol",150,0,20.7269165039067,0,0,0,0,0," "
486,"","139",99,0,20.7638305664067,0,0,0,0,0," "
487,"","153",147,0,20.8271097819015,0,0,0,0,0," "
488,"","97",138.100006103516,0,20.8524210611983,0,0,0,0,0," "
489,"","Methyl o-anisate",135,0,21.4177225748702,0,0,0,0,0," "
490,"T","Quinoline, 5-methyl-",143,0,21.4272135416671,0,0,0,0,0," "
491,"","170",84,0,21.4989298502608,0,0,0,0,0," "
492,"","Methyl anthranilate",119,0,21.502095540365,0,0,0,0,0," "
493,"","26",105,0,21.6392008463546,0,0,0,0,0," "
494,"","Phenol<2,6-dimethoxy->",154,0,21.7531046549484,0,0,0,0,0," "
495,"","Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester",71.0999984741211,21.8205668131515,21.8163838704431,21.7500000000004,21.8981831868494,5003,17269.8240000005,98.7572402954102," "
496,"","Geranic acid",69.0999984741211,0,21.8311503092452,0,0,0,0,0," "
497,"","3-Buten-2-one, 4-phenyl-",103.099998474121,0,21.92079671224,0,0,0,0,0," "
498,"","Eugenol",164,0,21.9534912109379,0,0,0,0,0," "
499,"","gamma-Nonalactone",85,0,22.0557922363286,0,0,0,0,0," "
500,"","n-Decanoic acid",73,22.0957661946619,22.1675882975265,22.0463663736984,22.1976745605473,684.877868652344,2660.56011859469,94.3898391723633,"QM"
501,"","157",98,0,22.2118835449223,0,0,0,0,0," "
502,"","Eugenol <dihydro->",137,0,22.2266479492192,0,0,0,0,0," "
503,"","266",145.100006103516,0,22.2414143880213,0,0,0,0,0," "
504,"T","Hexenyl hexenoate<3Z->",82,22.2721659342452,22.4038330078129,22.236899820964,22.3143005371098,384.798828125,328.861150407854,97.8316650390625,"M"
505,"","Propanoic acid, 2-methyl-, 3-hydroxy-2,4,4-trimethylpentyl ester",71.0999984741211,22.3850830078129,22.4038330078129,22.3286173502609,22.4556335449223,6177.38525390625,19033.902245447,98.6217727661133,"M"
506,"","Biphenyl",154,0,22.5219543457036,0,0,0,0,0," "
507,"T","Muurolene<alpha->",105,0,22.5739990234379,0,0,0,0,0," "
508,"","183",171,0,22.5852335611984,0,0,0,0,0," "
509,"","E-beta-Ionone",177.100006103516,0,22.5890116373702,0,0,0,0,0," "
510,"","5,6-epoxy-beta-Ionone",123.099998474121,0,22.5900126139327,0,0,0,0,0," "
511,"","4-Methylbiphenyl",168,0,22.6000203450525,0,0,0,0,0," "
512,"","176",154.100006103516,0,22.6040242513025,0,0,0,0,0," "
513,"","Menthyl lactate",83.0999984741211,0,22.605025227865,0,0,0,0,0," "
514,"","191",99,0,22.6140828450525,0,0,0,0,0," "
515,"","Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",163.100006103516,0,22.6330485026046,0,0,0,0,0," "
516,"T","Amorphene<alpha->",105,0,22.637622070313,0,0,0,0,0," "
517,"","172",165.100006103516,0,22.6446289062505,0,0,0,0,0," "
518,"","Naphthalene, 1-isocyano-",153,0,22.647094726563,0,0,0,0,0," "
519,"","171",177.100006103516,0,22.6536356608077,0,0,0,0,0," "
520,"","gamma-Decanolactone",85,0,22.662642415365,0,0,0,0,0," "
521,"","161",119,0,22.6801045735682,0,0,0,0,0," "
522,"","Undecanoic acid",60,0,22.6816589355473,0,0,0,0,0," "
523,"","177",105,0,22.689536539714,0,0,0,0,0," "
524,"","190",166.100006103516,0,22.7046773274744,0,0,0,0,0," "
525,"","Geranylacetone",151.100006103516,0,22.7142557779952,0,0,0,0,0," "
526,"","Isoeugenol",164,0,22.724692789714,0,0,0,0,0," "
527,"","1-(4-tert-Butylphenyl)propan-2-one",147.100006103516,0,22.726694742839,0,0,0,0,0," "
528,"","Damascenone<(E)-beta->",121.099998474121,0,22.7360514322921,0,0,0,0,0," "
529,"","delta-Decalactone",99,0,22.7390502929692,0,0,0,0,0," "
530,"","Dehydro-beta-ionone",147,0,22.7833109537765,0,0,0,0,0," "
531,"","1,4-DIacetylbenzene",147,0,22.7871724446619,0,0,0,0,0," "
532,"","alpha-Ionone",121,0,22.7973225911463,0,0,0,0,0," "
533,"","Pyrethrone",91.0999984741211,0,22.7977518717452,0,0,0,0,0," "
534,"","194",67,0,22.808188883464,0,0,0,0,0," "
535,"","189",144,0,22.8093322753911,0,0,0,0,0," "
536,"T","Coumarin",118,0,22.8160522460942,0,0,0,0,0," "
537,"T","1,4-Dimethylnaphthalene",156,0,22.8253458658859,0,0,0,0,0," "
538,"","Naphthalene, 2,6-dimethyl-",156.100006103516,0,22.8347819010421,0,0,0,0,0," "
539,"","Cedr-8-ene",119.099998474121,0,22.8403584798182,0,0,0,0,0," "
540,"","27",175.100006103516,0,22.845933024089,0,0,0,0,0," "
541,"","160",111,0,22.8467915852869,0,0,0,0,0," "
542,"T"," Caryophyllene<E->",93,0,22.8572285970057,0,0,0,0,0," "
543,"T","Pentanoic acid, 2-ethylhexyl ester",85,0,22.8819620768234,0,0,0,0,0," "
544,"","Z-Jasmone",79.0999984741211,0,22.9038370768234,0,0,0,0,0," "
545,"","Vanillin",151,0,22.9124165852869,0,0,0,0,0," "
546,"T","Longifolene",161,0,22.9138448079432,0,0,0,0,0," "
547,"","Dodecanal",82,23.2882832845057,22.9719991048182,23.2106669108078,23.3588500976567,1257.86730957031,4079.80499999993,92.5858688354492,"Q"
548,"T","Cadinene<gamma->",161,0,23.2955098470057,0,0,0,0,0," "
549,"T","Farnesene<(E,E)-alpha->",93,0,23.4039713541671,0,0,0,0,0," "
550,"","195",111,0,23.5383707682296,0,0,0,0,0," "
551,"","Phenol, 2,4-bis(1,1-dimethylethyl)-",191.100006103516,0,23.7364318847661,0,0,0,0,0," "
552,"","o-Hydroxybiphenyl",170,0,23.7953776041671,0,0,0,0,0," "
553,"","Butylated Hydroxytoluene",205.100006103516,0,23.8283874511724,0,0,0,0,0," "
554,"T","Cadinene<delta->",161,0,23.8496093750005,0,0,0,0,0," "
555,"","Dibenzofuran",168,0,23.8920511881515,0,0,0,0,0," "
556,"","162",165.100006103516,0,24.042954508464,0,0,0,0,0," "
557,"","184",83,0,24.106616210938,0,0,0,0,0," "
558,"T"," Calamenene<cis->",159,0,24.1254801432296,0,0,0,0,0," "
559,"","202",162,0,24.132554117839,0,0,0,0,0," "
560,"","163",165,0,24.1891418457036,0,0,0,0,0," "
561,"T","1H-Indole, 1,2,3-trimethyl-",158,0,24.2362996419276,0,0,0,0,0," "
562,"","178",124,0,24.4791605631515,0,0,0,0,0," "
563,"","Dihydroactinidiolide",111,24.995933024089,24.8257690429692,24.953599039714,25.0664998372401,937,3402.83949999994,91.4013290405273,"QM"
564,"","Dodecanol<N->",55.0999984741211,25.0029825846359,25.073999023438,24.9465332031255,25.1229492187505,2709.77880859375,10577.8796624998,95.9559936523438,"Q"
565,"","Calacorene<alpha->",157,0,25.6345174153651,0,0,0,0,0," "
566,"","Elemicin",208.100006103516,0,26.1367451985682,0,0,0,0,0," "
567,"","Dodecanoic acid",73.0999984741211,0,26.3678161621099,0,0,0,0,0," "
568,"","Benzoic acid, 4-ethoxy-, ethyl ester",121,26.4213175455734,26.4280008951828,26.3578165690109,26.5271667480474,4159,15688.5549999998,98.0130157470703," "
569,"","Nerolidol<E->",93.0999984741211,0,26.5918151855474,0,0,0,0,0,"D"
570,"","gamma-Undecalatone",85,0,27.0846089680995,0,0,0,0,0," "
571,"","Diethyltoluamide",118.900001525879,0,27.457153320313,0,0,0,0,0," "
572,"T","Hexenyl benzoate<2E->",105,0,27.4854471842453,0,0,0,0,0," "
573,"","Fluorene",166.100006103516,0,27.6198465983078,0,0,0,0,0," "
574,"","Caryophyllene oxide",79,0,27.9688110351568,0,0,0,0,0," "
575,"","Fokienol",93,0,28.1331644694016,0,0,0,0,0," "
576,"","Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester",71.0999984741211,28.2348002115891,28.2015523274745,28.1148498535162,28.3335998535162,5585.34912109375,28816.1230632548,92.3814010620117,"QM"
577,"","Cedrol",150.100006103516,0,28.3618347167974,0,0,0,0,0," "
578,"","Benzophenone",105,0,28.7956644694016,0,0,0,0,0," "
579,"","179",217.100006103516,0,28.8918355305995,0,0,0,0,0," "
580,"",".tau.-Cadinol",161.100006103516,0,28.9217549641933,0,0,0,0,0," "
581,"T","Murrolol<epi-alpha-> (=tau-muurolol)",95,0,28.9559468587245,0,0,0,0,0," "
582,"","Methyl jasmonate",83,0,29.0254028320318,0,0,0,0,0," "
583,"T","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",233,0,29.0414306640631,0,0,0,0,0," "
584,"","alpha-Muurolol",161.100006103516,0,29.0788309733079,0,0,0,0,0," "
585,"","198",208,0,29.0991333007818,0,0,0,0,0," "
586,"","Methyl dihydrojasmonate<cis->",83,0,29.2070556640631,0,0,0,0,0," "
587,"","Cadinol<alpha->",121,0,29.3833679199225,0,0,0,0,0," "
588,"T","Tridecanoic acid",73,0,29.7851420084641,0,0,0,0,0," "
589,"T","Tetradecanol<N->",55,30.0694661458339,29.9272583007818,29.9988993326829,30.140032958985,646.270751953125,2141.57795507191,96.9757843017578,"QM"
590,"T","Cadalene",183,0,29.9753417968756,0,0,0,0,0," "
591,"","1,1'-Biphenyl, 3,4-diethyl-",195.100006103516,0,30.1452412923183,0,0,0,0,0," "
592,"T","Benzoic acid, 2-ethylhexyl ester",105,30.9726826985683,30.7992919921881,30.9232828776048,31.0361836751308,1087,3443.66849999994,95.9707717895508," "
593,"","201",193,0,31.54535522461,0,0,0,0,0," "
594,"","Tetradecanoic acid",73,0,31.9259785970058,0,0,0,0,0," "
595,"","Benzyl Benzoate",105,0,32.137434895834,0,0,0,0,0," "
596,"","3,5-di-tert-Butyl-4-hydroxybenzaldehyde",219.100006103516,0,32.1406880696621,0,0,0,0,0," "
597,"","Anthracene",178,32.7226664225267,32.2903340657559,32.6732666015631,32.7861673990892,1542,5724.55700000022,98.1372604370117," "
598,"T","Salicylate<2-ethylhexyl->",120,33.1883829752611,33.042171223959,33.1248657226569,33.2518839518236,1068,3266.82299999999,97.8520584106445," "
599,"T","Isopropyl tetradecanoate",102,33.4918009440111,33.3737955729173,33.4494669596361,33.5412007649746,316,866.257499999985,91.5047149658203,"QM"
600,"","Pentadecanoic acid",60,0,34.1821248372403,0,0,0,0,0," "
601,"T","Hexadecanol<N->",55,34.6843343098965,34.6326538085944,34.6137654622403,34.7760660807299,666.138732910156,2542.35074419631,98.2988357543945,"M"
602,"T","Homomenthyl salicylate",138,35.001867675782,34.7439208984382,34.9524658203132,35.0653849283861,908,2777.32950000006,96.8349456787109,"Q"
603,"","n-Hexadecanoic acid",73,36.5824991861986,36.6474446614591,36.4272501627611,36.6401285807299,2609.69360351563,11265.3399985183,97.7028274536133,"QM"
604,"T","Isopropyl hexadecanoate",102,0,37.6417805989591,0,0,0,0,0," "
605,"T","Octadecanol<N->",83,38.9111002604174,38.6786336263029,38.8408650716154,38.9897745768237,782.525512695313,3168.52616814433,98.7041091918945,"M"
