Integration Report
"No.","Type","Compound","Main Ion
 [M/Z]","R.Time
 [min.]","Expect.
 [min.]","St.Time
 [min.]","End Time
 [min.]","Height
","Area
 [a.u.*s]","QVal
","Flags"
557,"","184",83,0,24.106616210938,0,0,0,0,0," "
558,"T"," Calamenene<cis->",159,0,24.1254801432296,0,0,0,0,0," "
559,"","202",162,0,24.132554117839,0,0,0,0,0," "
560,"","163",165,0,24.1891418457036,0,0,0,0,0," "
561,"T","1H-Indole, 1,2,3-trimethyl-",158,0,24.2362996419276,0,0,0,0,0," "
562,"","178",124,0,24.4791605631515,0,0,0,0,0," "
563,"","Dihydroactinidiolide",111,24.9747843424484,24.8257690429692,24.9112670898442,25.0453328450526,842,3066.91249999995,92.5778884887695,"QM"
564,"","Dodecanol<N->",55.0999984741211,24.9747843424484,25.073999023438,24.8759826660161,25.1018005371099,2109.77124023438,9411.20259999989,95.154182434082,"Q"
565,"","Calacorene<alpha->",157,0,25.6345174153651,0,0,0,0,0," "
566,"","Elemicin",208.100006103516,0,26.1367451985682,0,0,0,0,0," "
567,"","Dodecanoic acid",73.0999984741211,0,26.3678161621099,0,0,0,0,0," "
568,"","Benzoic acid, 4-ethoxy-, ethyl ester",121,26.4072163899745,26.4280008951828,26.3578328450526,26.4636657714849,952,3111.02799999995,97.4522247314453," "
569,"","Nerolidol<E->",93.0999984741211,0,26.5918151855474,0,0,0,0,0," "
570,"","gamma-Undecalatone",85,0,27.0846089680995,0,0,0,0,0," "
571,"","Diethyltoluamide",118.900001525879,0,27.457153320313,0,0,0,0,0," "
572,"T","Hexenyl benzoate<2E->",105,0,27.4854471842453,0,0,0,0,0," "
573,"","Fluorene",166.100006103516,0,27.6198465983078,0,0,0,0,0," "
574,"","Caryophyllene oxide",79,0,27.9688110351568,0,0,0,0,0," "
575,"","Fokienol",93,0,28.1331644694016,0,0,0,0,0," "
576,"","Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester",71.0999984741211,28.2065999348964,28.2015523274745,28.0795837402349,28.2912658691412,4405.11865234375,24626.7715864993,91.6045455932617,"QM"
577,"","Cedrol",150.100006103516,0,28.3618347167974,0,0,0,0,0," "
578,"","Benzophenone",105,0,28.7956644694016,0,0,0,0,0," "
579,"","179",217.100006103516,0,28.8918355305995,0,0,0,0,0," "
580,"",".tau.-Cadinol",161.100006103516,0,28.9217549641933,0,0,0,0,0," "
581,"T","Murrolol<epi-alpha-> (=tau-muurolol)",95,0,28.9559468587245,0,0,0,0,0," "
582,"","Methyl jasmonate",83,0,29.0254028320318,0,0,0,0,0," "
583,"T","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-",233,0,29.0414306640631,0,0,0,0,0," "
584,"","alpha-Muurolol",161.100006103516,0,29.0788309733079,0,0,0,0,0," "
585,"","198",208,0,29.0991333007818,0,0,0,0,0," "
586,"","Methyl dihydrojasmonate<cis->",83,0,29.2070556640631,0,0,0,0,0," "
587,"","Cadinol<alpha->",121,0,29.3833679199225,0,0,0,0,0," "
588,"T","Tridecanoic acid",73,0,29.7851420084641,0,0,0,0,0," "
589,"T","Tetradecanol<N->",55,30.0342000325527,29.9272583007818,29.9694152832037,30.1141499837246,604.04248046875,2036.67947384254,97.4879989624023,"QM"
590,"T","Cadalene",183,0,29.9753417968756,0,0,0,0,0," "
591,"","1,1'-Biphenyl, 3,4-diethyl-",195.100006103516,0,30.1452412923183,0,0,0,0,0," "
592,"T","Benzoic acid, 2-ethylhexyl ester",105,30.9374165852871,30.7992919921881,30.8950663248704,31.0009175618496,1024,2910.97500000009,96.7403182983398," "
593,"","201",193,0,31.54535522461,0,0,0,0,0," "
594,"","Tetradecanoic acid",73,0,31.9259785970058,0,0,0,0,0," "
595,"","Benzyl Benzoate",105,0,32.137434895834,0,0,0,0,0," "
596,"","3,5-di-tert-Butyl-4-hydroxybenzaldehyde",219.100006103516,0,32.1406880696621,0,0,0,0,0," "
597,"","Anthracene",178,32.7014994303392,32.2903340657559,32.6521158854173,32.7650166829434,1405,4399.62000000018,97.7954330444336," "
598,"T","Salicylate<2-ethylhexyl->",120,33.1531168619798,33.042171223959,33.1037170410163,33.2236836751309,851,2829.91200000004,97.530647277832," "
599,"T","Isopropyl tetradecanoate",102,33.4706502278652,33.3737955729173,33.4142008463548,33.5129842122403,346,915.307999999985,94.0226669311523,"Q"
600,"","Pentadecanoic acid",60,0,34.1821248372403,0,0,0,0,0," "
601,"T","Hexadecanol<N->",55,34.6631835937507,34.6326538085944,34.5949178059903,34.776302083334,573.900634765625,2605.75668423326,97.9235992431641,"M"
602,"T","Homomenthyl salicylate",138,34.9736490885424,34.7439208984382,34.9313151041674,35.0442179361986,764,2447.54300000005,96.2044372558594,"Q"
603,"","n-Hexadecanoic acid",73,0,36.6474446614591,0,0,0,0,0,"M"
604,"T","Isopropyl hexadecanoate",102,0,37.6417805989591,0,0,0,0,0," "
605,"T","Octadecanol<N->",83,38.8899495442716,38.6786336263029,38.8264322916674,38.9957845052091,715.774047851563,2927.03079999993,98.6034698486328," "
